Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational
A0156,2391,29/08/2012,Dwr Cymru Welsh Water,Cardiff Waste Water Treatment,Sewage Sludge Digestion,5.5,No,,,,n/a,n/a,n/a,n/a,Operational,Operational,"Tide Fields Road, Splott, Cardiff, South Glamorgan. CF24 2",South Glamorgan,Wales,Wales,,"320,496","176,903",Cardiff Council,08/01949/E,,,,,,11/08/2008,,,,,,,10/12/2008,,,,,01/09/2009,02/10/2010
04011W3,2559,18/05/2006,Cynllun Trydan Gwynt,Mynydd Gorddu Wind Farm,Wind Onshore,10.2,n/a,,,,0.54,19,,n/a,Operational,Operational,Mynydd Gorddu Elerch Tal-y-Bont Dyfed,Dyfed,Wales,Wales,,"266,200","287,200",Ceredigion County Council,,,,,,,04/01/1991,,,,,,,12/09/1991,,,,,,18/04/1998
04022W4,2560,09/12/2003,Powergen Renewables Developments Ltd,Nant Carfan Wind Farm,Wind Onshore,20.8,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"MachynllethPowys",Powys,Wales,Wales,,"290,400","308,000",Powys County Council,,,,,,,20/04/1999,,23/05/2002,,,,,,,,,,,
04029W5,2561,29/06/2011,CELTPOWER LTD,Hirddywell Windfarm,Wind Onshore,14.8,n/a,,,,0,0,,n/a,Planning Application Withdrawn,Application Withdrawn,"Southwest Of Newtown, nr Llangurig, Powys",Powys,Wales,Wales,,"302,500","280,000",Powys County Council,M/2000/0705,,,,,,30/08/2000,20/04/2007,,,,,,,,,,,,
04043W4,2563,22/04/2009,"Renewable Development Company Ltd, KENTECH Ltd",Cefn Croes Wind Farm,Wind Onshore,58.5,n/a,,,,1.5,39,,n/a,Operational,Operational,"Canolbarth Forest,  Devils Bridge  Ceredigion",Dyfed,Wales,Wales,,"281,000","280,000",DECC (S36),AD00737,,,,,,24/07/2000,,,,,,,10/12/2001,,,,,,25/01/2005
04050W3,2564,30/10/2011,RWE npower,Carno 'B' Wind Farm,Wind Onshore,16.8,n/a,,,,0.6,28,,n/a,Operational,Operational,"Trannon Moor, Carno, Powys",Powys,Wales,Wales,,"291,053","295,836",Powys County Council,,,,,,,30/12/1993,,,,,,,18/08/1995,,,,,,01/10/1996
04051W3,2565,30/10/2011,RWE npower,Carno 'A' Wind Farm,Wind Onshore,16.8,n/a,,,,0.6,28,,n/a,Operational,Operational,"Cwm CledanCarnoPowys",Powys,Wales,Wales,,"293,000","295,000",Powys County Council,,,,,,,16/08/1993,,,,,,,18/08/1995,,,,,,01/10/1996
04053W3,2566,03/02/2010,Vestas,Cemmaes 'B' Wind Farm,Wind Onshore,3.4,n/a,,,,0.56,6,,n/a,Operational,Operational,"Mynydd y CemmaesCemmaesMachynllethPowys",Powys,Wales,Wales,,"287,000","308,000",Powys County Council,M/1996/0550,,,,,,04/09/1996,,,,,,,16/03/1999,,,,,,01/02/2002
04054W3,2567,09/12/2003,RWE npower,Trysglwyn Wind Farm,Wind Onshore,5.6,n/a,,,,0.4,14,,n/a,Operational,Operational,"Trysglwyn FawrRhosybolIsle of AngleseyGwynedd",Gwynedd,Wales,Wales,,"244,000","389,000",Isle of Anglesey County Council,,,,,,,08/08/1992,,10/12/1993,,,,,,,,,,,01/05/1996
04057W4,2568,03/03/2010,Mr. Smallwood,Hafoty Ucha '2' and '3' Wind Turbine,Wind Onshore,2.6,n/a,,,,0.85,3,,n/a,Operational,Operational,"3 km South of CerrigydrudionLlangwm",Clwyd,Wales,Wales,,"293,500","345,500",Conwy County Borough Council,0/25079,,,,,,02/07/2001,,,,,,,17/10/2001,,,,,,15/12/2002
04066W3,2570,02/12/2014,Windjen (formerly DJ Construction Limited),Mynydd Glyn Lws Wind Farm,Wind Onshore,3.6,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,Mynydd Glyn Lws Betws-yn-Rhos Clwyd,Clwyd,Wales,Wales,,"289,000","371,200",Conwy County Borough Council,,,,,,,27/03/1995,,27/11/2000,,,,,,,,,,,
0406AW4,2573,29/03/2005,WINDJEN POWER LTD,Mynydd Llanelian Wind Farm,Wind Onshore,6.5,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"5 km South of Colwyn Bay, Conwy",Clwyd,Wales,Wales,,"284,500","374,500",Conwy County Borough Council,,,,,,,02/02/2001,,15/06/2001,,,,,,,,,,,
04079W4,2576,14/09/2010,Vestas,Cemmaes 'C' Wind Farm,Wind Onshore,15.3,n/a,,,,0.85,18,,n/a,Operational,Operational,"CemmaesMachynllethPowys",Powys,Wales,Wales,,"286,800","306,000",Powys County Council,M/2000/0846,,,,,,15/10/2000,,,,,,,06/04/2001,,,,,,23/02/2002
04087W4,2578,13/04/2005,South Western Power / Renewable Energy Systems (RES) / NOVERA,Prysan Wind Farm,Wind Onshore,9.9,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Prysan Farm, Rhuddlan, Bach, Llanddyfnan, Anglesey",Gwynedd,Wales,Wales,,"249,000","380,000",Isle of Anglesey County Council,,,,,,,18/12/1995,,06/08/1996,,,,,,,,,,,
04103W3,2579,10/03/2003,RWE npower,Mynydd Yr Hendre Wind Farm,Wind Onshore,29.1,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,Mynydd Yr Hendre Cefn Coch Newton Powys,Powys,Wales,Wales,,"299,200","301,500",Powys County Council,,,,,,,01/02/1999,,23/05/2002,,,,,,,,,,,
04104W3,2580,10/05/2002,MANWEB Generation Holdings/ National Windpower,Llyn Alwen Wind Farm,Wind Onshore,19.3,n/a,,,,0,0,,n/a,Planning Application Withdrawn,Application Withdrawn,"Llyn AlwenPentrefoelasClwyd",Clwyd,Wales,Wales,,"290,400","356,500",Conwy County Borough Council,,,,,,,,10/05/2002,,,,,,,,,,,,
04105W3,2581,13/03/2003,MANWEB Generation Holdings Ltd/ National Windpower,Moel Rhiwlug Wind Farm,Wind Onshore,19.2,n/a,,,,0,0,,n/a,Planning Application Withdrawn,Application Withdrawn,Moel Rhiwlug Pentrefoelas Clwyd,Clwyd,Wales,Wales,,"288,200","355,300",Conwy County Borough Council,,,,,,,,13/03/2003,,,,,,,,,,,,
04107W3,2582,04/06/2005,MANWEB Generation Holdings,Llanbabo Wind Farm,Wind Onshore,20.4,n/a,,,,2.25,9,,n/a,Operational,Operational,"Llanbabo Wind FarmLand tp the north of Llyn AlawIsle of AngleseyGwynedd",Gwynedd,Wales,Wales,,"236,000","387,000",Isle of Anglesey County Council,,,,,,,05/08/1994,,,,,,,19/12/1996,,,,,,01/10/1997
10004W4,2629,14/04/2005,NOVERA / Renewable Energy Systems (RES),Corston Windfarm,Wind Onshore,7.9,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Corston Windfarm, Castlemartin, Pembrokeshire",Dyfed,Wales,Wales,,"193,000","199,500",Pembrokeshire County Council,,,,,,,05/10/1995,,05/03/1996,,,,,,,,,,,
10009W4,2630,26/08/2004,WINDJEN POWER LTD,Blaen Bowi Wind Farm,Wind Onshore,3.9,n/a,,,,1.3,3,,n/a,Operational,Operational,"Moelfre Capel Iwan Dyfed, Carmarthenshire",Dyfed,Wales,Wales,,"232,500","236,000",Carmarthenshire County Council,W03608,,,,,,27/06/2000,,,,,,,04/01/2001,,,,,,30/07/2002
10010W5,2631,08/10/2013,AMEC,Ogmore & Garw,Wind Onshore,12,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,"291,400","194,500",Bridgend County Borough Council,P/01/887,,,,,,28/09/2001,,13/03/2002,,,,,,,,,,,
10011W4,2632,29/03/2005,WINDJEN POWER LTD,Llethercynnon Farm Wind Farm,Wind Onshore,7.1,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Nr Garthbrengy, Powys",Powys,Wales,Wales,,"305,300","236,100",Powys County Council,B/01/0111,,,,,,18/04/2000,,22/01/2003,,,,,,,,,,,
10011W5,2633,31/08/2010,AMEC,Werfa,Wind Onshore,47.5,n/a,,,,2.5,19,,n/a,Appeal Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,"292,300","194,500",Bridgend County Borough Council,P/01/887/FUL,,,,,,28/09/2001,,13/03/2002,,,25/08/2004,,,,,,,,
10019W3,2636,30/10/2011,Micon Wind Turbines (UK) Limited,Parc-Cynog Wind Farm,Wind Onshore,3.6,n/a,,,,0.7,5,,n/a,Operational,Operational,"Parc-Cynog FarmPendineCarmarthenshire",Dyfed,Wales,Wales,,"225,500","209,500",Carmarthenshire County Council,,,,,,,05/05/1998,,01/02/2000,,,,,,,,,,,01/02/2001
10050W5,2638,29/10/2001,THREE WAY WIND LTD/ TXU Europower Ltd,Rhoscrowther Wind Cluster,Wind Onshore,2.2,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Angle, Pembroke, Dyfed",Dyfed,Wales,Wales,,"191,300","200,500",Pembrokeshire County Council,,,,,,,30/11/1999,,12/04/2001,,,,,,,,,,,
10095W3,2640,04/07/2001,RWE npower,Jordanston Wind Farm,Wind Onshore,9.8,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,Land at Jordanston south of Fishguard Dyfed,Dyfed,Wales,Wales,,"192,300","232,800",Pembrokeshire County Council,97/520,,,,,,30/09/1997,,01/09/2001,,,,,,,,,,,
10099W3,2641,14/04/2005,RWE npower,Trenewydd Wind Farm,Wind Onshore,6.3,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,Mynydd Trenewydd near Fishguard Dyfed,Dyfed,Wales,Wales,,"200,700","232,500",Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,
10148W3,2642,26/06/2002,South Wales Power Ltd. / SWALEC,Gelligaer 'A' Wind Farm,Wind Onshore,9.8,n/a,,,,0,0,,n/a,Planning Application Withdrawn,Application Withdrawn,"Gelligaer 'A' Wind FarmMynydd FochriwFochriwMid Glamorgan",Mid Glamorgan,Wales,Wales,,"310,000","203,500",Merthyr Tydfil County Borough Council,P/99/0295,,,,,,,26/06/2002,,,,,,,,,,,,
10149W3,2643,14/04/2005,South Wales Power Ltd. / SWALEC / National Windpower Ltd,Cilciffeth 'A' Wind Farm,Wind Onshore,7.8,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Mynydd Cilciffethnear FishguardDyfed",Dyfed,Wales,Wales,,"200,700","232,500",Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,
10156W3,2645,26/06/2002,South Wales Power Ltd. / SWALEC,Gelligaer 'B' Wind Farm,Wind Onshore,9.8,n/a,,,,0,0,,n/a,Planning Application Withdrawn,Application Withdrawn,"Gelligaer B Wind FarmMynydd FochriwFochriwMid Glamorgan",Mid Glamorgan,Wales,Wales,,"310,000","203,500",Merthyr Tydfil County Borough Council,T/99/0295,,,,,,,26/06/2002,,,,,,,,,,,,
10157W3,2646,14/04/2005,South Wales Power Ltd. / SWALEC / National Windpower Ltd,Cilciffeth 'B' Wind Farm,Wind Onshore,7.8,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Mynydd Cilciffethnear FishguardDyfed",Dyfed,Wales,Wales,,"201,000","232,500",Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,
11021W3,2653,03/03/2010,John Laing Environmental (formerly Atlantic Energy / EnergieKontor),Moel Maelogen A,Wind Onshore,2.6,n/a,,,,1.3,2,,n/a,Operational,Operational,"Moel MaelogenNr LlanrwstConwyGwynedd",Gwynedd,Wales,Wales,,"284,700","361,300",Conwy County Borough Council,,,,,,,20/08/1999,,,,,,,15/12/1999,,,,,,30/01/2003
A0008,2668,04/07/2012,Bob Morgan,Pentre Tump,Wind Onshore,9.2,n/a,,,,3.07,3,,n/a,Planning Permission Refused,Application Refused,"Radnor, Presteigne, Powys. LD8",Powys,Wales,Wales,,"319,500","257,500",Powys County Council,RAD/2002/0397,,,,,,11/09/2002,,17/02/2010,,,,,,,,,,,
A0028,2674,25/10/2011,Pennant Wind Energy Ventures Ltd,Maesgwyn,Wind Onshore,26,n/a,,,,2,13,,n/a,Operational,Operational,"Maesgwyn, Glynneath, Neath, West Glamorgan. SA11",West Glamorgan,Wales,Wales,,"285,500","205,500",Neath Port Talbot County Borough Council,P/2006/1261,,,,,,01/10/2006,,,,,,,05/05/2009,,,,,01/07/2010,14/04/2011
AA384,2776,01/06/2011,Npower Renewables,Taff Ely Wind Farm,Wind Onshore,9,n/a,,,,0.45,20,,n/a,Operational,Operational,10 kilometres (km) north east of Bridgend,Mid Glamorgan,Wales,Wales,,"298,574","186,630",Bridgend County Borough Council,,,,,,,,,,,,,,,,,,,,01/10/1993
B0061,2804,03/08/2011,,G24 Innovations Turbine,Wind Onshore,2.3,n/a,,,,2.3,1,,n/a,Operational,Operational,"Wentloog Environmental Centre, WENTLOOG AVENUE, WENTLOOG",South Glamorgan,Wales,Wales,,"323,460","179,215",Cardiff Council,07/02286/E,,,,,,26/09/2007,,,,,,,15/01/2008,,,,,,12/07/2011
B0895,2873,16/05/2017,Njord Energy,Bryn Blaen Wind Farm,Wind Onshore,15,n/a,,,,2.5,6,100,n/a,Appeal Granted,Awaiting Construction,land north of the village of Llangurig in Powys,Powys,Wales,Wales,,"291,676","281,370",Powys County Council,P/2014/1102,APP/T6850/A/15/3133966,,,,,04/12/2014,,,26/11/2015,,,23/08/2016,23/08/2016,,,,23/08/2021,,
EN00115,2926,09/06/2010,Gamesa Energy,Trane Renewable Energy Park,Wind Onshore,11.9,n/a,,,,0.85,14,,n/a,Planning Application Withdrawn,Application Withdrawn,"Land to the north of Gilfach Farm, off the Heathlands, Gilfach Goch",Mid Glamorgan,Wales,Wales,,"298,736","189,408",Rhondda Cynon Taff County Borough Council,06/0790,,,,,,,09/06/2010,,,,,,,,,,,,
EN00170,2947,06/04/2011,Npower Renewables,Mynydd y Gwair Wind Farm,Wind Onshore,57,n/a,,,,3,19,,n/a,Appeal Refused,Application Refused,"Mynydd y Gwair, Swansea",West Glamorgan,Wales,Wales,,"265,400","208,320",DECC (S36),2008/1781,,,,,,02/09/2008,,12/01/2010,,,21/02/2011,,,,,,,,
EN00174,2950,03/02/2010,Nuon,Parc Cynog Extension,Wind Onshore,7.8,n/a,,,,1.3,6,,n/a,Operational,Operational,"Parc Cynog, Pendine, Carms",Dyfed,Wales,Wales,,"225,230","209,760",Carmarthenshire County Council,W/12246,,,,,,02/02/2006,,,,,,,19/07/2007,,,,,,01/11/2009
EN00185,2956,09/06/2010,RES,Dyffryn Brodyn Wind Farm,Wind Onshore,5.5,n/a,,,,0.5,11,,n/a,Operational,Operational,"Dyffryn Brodyn Wind Farm, near Llanboidy, north of St Clears",Dyfed,Wales,Wales,,"221,900","226,800",Carmarthenshire County Council,,,,,,,,,,,,,,01/01/1994,,,,,,01/12/1994
EN00394,3015,03/03/2010,Npower Renewables,Bryn titli Windfarm,Wind Onshore,9.9,n/a,,,,0.45,22,,n/a,Operational,Operational,"Bryntitli Platuae, North of RhayaderPowys",Powys,Wales,Wales,,"293,500","275,500",Powys County Council,R42978D,,,,,,12/03/1993,,,,,,,09/08/1993,,,,,,01/06/1994
EN00438,3034,08/10/2013,Solutia / Vestas,Solutia UK Ltd,Wind Onshore,5,n/a,,,,2.5,2,,n/a,Operational,Operational,"Traston Road, Newport, South Wales",Gwent,Wales,Wales,NP14 4XF,"333,375","185,740",Newport City Council,08/1412,,,,,,05/11/2008,,,,,,,19/01/2009,,,,,01/09/2009,17/12/2009
EN00476,3044,25/10/2011,Nuon Renewables,Nant Bach,Wind Onshore,30,n/a,,,,2.5,12,,n/a,Planning Permission Refused,Application Refused,"Mwdwl Eithin near Llanfihangel Glyn Myfyr, Conwy",Gwynedd,Wales,Wales,,"282,500","368,500",Conwy County Borough Council,0/32334,,,,,,12/09/2006,,14/11/2007,,,,,,,,,,,
EN00504,3052,03/05/2010,Tegni Cymru Cyf,Gorsedd Br̢n Wind Fram,Wind Onshore,35,n/a,,,,2.7,13,,n/a,Appeal Refused,Application Refused,"Clocaenog forest, Denbighshire",Clwyd,Wales,Wales,,"297,500","360,500",Denbighshire County Council,25/2007/0642,,,,,,31/05/2007,,12/02/2008,,,18/11/2009,,,,,,,,
EN00551,3057,04/12/2009,CELTPOWER LTD,Llandinam Windfarm,Wind Onshore,31,n/a,,,,0.3,103,,n/a,Operational,Operational,10km south of Newtown,Powys,Wales,Wales,,"302,840","283,645",Powys County Council,,,,,,,,,,,,,,,,,,,,01/01/1993
ENA0054,3080,08/10/2013,Amec Wind,Werfa Wind Farm,Wind Onshore,14.3,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Werfa, Bridgend",Mid Glamorgan,Wales,Wales,,"291,000","195,000",Bridgend County Borough Council,01/887/FUL,,,,,,28/09/2001,,19/03/2002,,,,,,,,,,,
N00117W,3152,27/10/2005,Gareth Everett and Gaynor Rozaline Roberts,Cefn Coed,Wind Onshore,3.9,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Cefn Coed,Glyn CeriogLlangollen,WrexhamLL20 7BY",Clwyd,Wales,Wales,,"320,526","336,486",Wrexham County Borough Council,P/2002/0538,,,,,,22/05/2002,,09/09/2002,,,,,,,,,,,
N00119W,3153,16/04/2005,Christopher Rhys Griffiths,Lluest Wen Energy Centre,Wind Onshore,2.6,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Land at Ffermdy Lluest Wen, Llangynwyd, Maesteg",Mid Glamorgan,Wales,Wales,,"284,000","189,000",Bridgend County Borough Council,02/0704/FUL/DCD,,,,,,28/06/2002,,01/10/2002,,,,,,,,,,,
N00152W,3172,03/05/2017,John Laing Environmental,Moel Maelogen A Phase 2,Wind Onshore,11.7,n/a,,,,1.3,8,,n/a,Operational,Operational,"Moel Maelogen, Nr Llanrwst, Conwy, Gwynedd",Gwynedd,Wales,Wales,,"284,700","361,300",Conwy County Borough Council,0/27445,,,,,,12/06/2003,,,,,,,26/11/2004,,,,,,01/10/2008
N00174W,3184,26/10/2005,,Mynydd James Wind Farm,Wind Onshore,31.2,n/a,,,,1.3,24,,n/a,Planning Application Withdrawn,Application Withdrawn,"Coitoi Mountain, Blaenau Gwent",Gwent,Wales,Wales,,"321,022","209,556",Blaenau Gwent County Borough Council,2003/0494,,,,,,,26/10/2005,,,,,,,,,,,,
N00231W,3208,08/10/2013,BHEARA Ltd,Merthyr Common,Wind Onshore,24.3,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Land at Merthyr Common, North of Pengarnddu Industrial Estate, Pengarndduville",Mid Glamorgan,Wales,Wales,,"307,500","210,500",Merthyr Tydfil County Borough Council,P/04/0361,,,,,,12/08/2004,,15/11/2005,,,,,,,,,,,
N00239W,3211,25/10/2011,Awel Aman Tawe,Mynydd Y Gwrhyd Windfarm,Wind Onshore,12.5,n/a,,,,2.5,5,,n/a,Appeal Refused,Application Refused,Mynydd Y Gwrhyd,West Glamorgan,Wales,Wales,,"272,659","210,474",Neath Port Talbot County Borough Council,P2004/1381,,,,,,04/09/2004,,01/09/2005,,,04/10/2006,,,,,,,,
N00286W,3229,03/03/2010,"Westbury Windfarms Ltd, Unit 10, Strawberry how business centre, Lorton road, Cockercroft, CA13 9XQ",Llangwyryfon,Wind Onshore,9.4,n/a,,,,0.85,11,,n/a,Operational,Operational,"Llangwyryfon,Southeast AberystwythCeredigion",Dyfed,Wales,Wales,,"261,752","269,577",Ceredigion County Council,Dec-11,,,,,,01/12/2001,,,,,,,01/03/2003,,,,,,01/02/2004
N00317W,3240,12/09/2011,Windjen Power Ltd / Dulas Ltd,Blaen Bowi Wind Farm (Extension),Wind Onshore,9.1,n/a,,,,3,3,,n/a,Appeal Refused,Application Refused,BLAEN BOWI WIND FARM LAN FARM CAPEL IWAN NEWCASTLE EMLYN,Dyfed,Wales,Wales,SA38 9NN,"232,500","236,000",Carmarthenshire County Council,W/09828,,,,,,26/04/2005,,28/09/2007,,,10/06/2009,,,,,,,,
N00326W,3246,07/11/2006,Renewable Energy Systems (RES),Rhos Garn,Wind Onshore,20,n/a,,,,0,10,,n/a,Planning Permission Refused,Application Refused,"Land to north of Talgarreg, and south of Mydroilyn.",Dyfed,Wales,Wales,,"244,550","252,303",Ceredigion County Council,A050648,,,,,,01/06/2005,,13/09/2006,,,,,,,,,,,
N00348W,3250,07/12/2010,Zepher ltd / Rob Waddington,Cwmpenanner,Wind Onshore,24.2,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Cwm Penanner,Cerrid-Y-Drudion CorwenConwy",Gwynedd,Wales,Wales,,"291,830","346,415",Gwynedd Council,0/28528,,,,,,04/01/2004,,26/11/2004,,,,,,,,,,,
N00422W,3272,03/03/2010,Mr Knight,Lodge Farm 1,Wind Onshore,1,n/a,,,,1,1,,n/a,Operational,Operational,"Lodge Farm, Hubberston, Milford Haven",Dyfed,Wales,Wales,,"188,700","207,500",Pembrokeshire County Council,04/1243/PA,,,,,,07/01/2005,,,,,,,01/10/2005,,,,,,01/08/2006
N00444W,3277,06/01/2010,RWE npower,"Carno 'A'and 'B' Wind Farm, (Extension)",Wind Onshore,15.6,n/a,,,,1.3,12,,n/a,Operational,Operational,"Cwm Cledan, Carno, Powys",Powys,Wales,Wales,,"293,000","295,000",Powys County Council,M2003/1156,,,,,,10/10/2003,,,,,,,10/07/2006,,,,,,01/03/2009
N00534W,3282,27/07/2005,Timet UK,Timet UK,Wind Onshore,2,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Warnarlwydd,Swansea",West Glamorgan,Wales,Wales,,"260,000","195,000",City and County Council of Swansea,2003/1860,,,,,,15/09/2003,,16/08/2004,,,,,,,,,,,
N00545W,3289,27/10/2005,CATAMOUNT CYMRU CYF (agent ENTEC UK Ltd) Force 9 Energy,Blaengwen Farm,Wind Onshore,30.2,n/a,,,,3,10,,n/a,Planning Permission Refused,Application Refused,"Pencader, Carms.",Dyfed,Wales,Wales,SA39 94P,"246,387","233,404",Carmarthenshire County Council,W/09205,,,,,,27/01/2005,,24/11/2005,,,,,,,,,,,
A0014,3313,06/11/2013,John Laing,Castle Pill - Repowering,Wind Onshore,3.2,n/a,,,,0.8,4,,n/a,Operational,Operational,"Steynton, Pembroke, Dyfed",Dyfed,Wales,Wales,SA7 1,"191,995","206,665",Pembrokeshire County Council,05/0394/PA,APP/N6845/A/05/1188977,,,,,22/06/2005,,19/12/2005,,,,19/12/2005,19/12/2005,,,,,,01/06/2009
B1035,3316,16/12/2014,Airvolution Energy,Ysgellog 2 Wind Farm,Wind Onshore,4.6,n/a,,,,2.3,2,,n/a,Planning Permission Refused,Application Refused,"Bodewryd Farm, Rhosgoch, Builth Wells, Powys",Gwynedd,Wales,Wales,,"240,353","391,092",Isle of Anglesey County Council,38C301A/EIA/RE,,,,,,24/03/2014,,13/01/2015,,,,,,,,,,,
IF1447,3338,13/12/2013,Mr James Richards,"MELIN, Pen Y Bank",Wind Onshore,1,n/a,,,,0.5,2,,n/a,Planning Permission Refused,Application Refused,"CASTLE MORRIS, Haverfordwest",Dyfed,Wales,Wales,SA62 5EL,"189,824","229,416",Pembrokeshire County Council,12/1100/PA,,,,,,27/02/2013,,02/10/2013,,,,,,,,,,,
C2740,3378,05/01/2015,Princes Gate Spring Water,Princes Gate Spring Water,Wind Onshore,1.6,n/a,,,,0.8,2,,n/a,Operational,Operational,"Princes Gate Spring Water, Ludchurch, Narberth, ",Dyfed,Wales,Wales,SA67 8JD,"214,885","211,552",Pembrokeshire County Council,11/0712/PA,,,,,,18/11/2011,,,,,,,09/07/2013,,,,,,03/09/2014
N00151W,3470,23/11/2004,Community Power Ltd,Ton Marw Farm,Wind Onshore,7.3,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,"Mynydd, Ton Marw Farm, Margam, Port Talbot",West Glamorgan,Wales,Wales,,"273,670","190,300",Neath Port Talbot County Borough Council,02/0538,,,,,,12/08/2002,,04/10/2002,,,,,,,,,,,
10074W4,3509,29/09/2003,Ecogen,Blaencorrwg Wind Farm,Wind Onshore,19.3,n/a,,,,0,0,,n/a,Planning Permission Refused,Application Refused,Gwaun Blaencorrwg Nr Glyncorrwg Port Talbot West Glamorgan,West Glamorgan,Wales,Wales,,"290,000","201,500",Neath Port Talbot County Borough Council,93/9291,,,,,,25/07/1994,,03/11/1994,,,,,,,,,,,
EN00112,3549,06/07/2010,Pennant Walters,Hirwaun Wind Farm,Wind Onshore,24,n/a,,,,2,12,,n/a,Appeal Refused,Application Refused,South of Hirwaun,Mid Glamorgan,Wales,Wales,,"295,787","202,855",Rhondda Cynon Taff County Borough Council,06/1415,,,,,,14/07/2006,,12/10/2007,,,27/11/2008,,,,,,,,
04037W3,3552,08/12/2003,Powergen,Rheidol Wind Farm,Wind Onshore,2.4,n/a,,,,0.3,8,,n/a,Operational,Operational,"Rheidol Wind Farm, Banc Bwa Drain, Goginan, Aberystwyth",Dyfed,Wales,Wales,SW23 3PQ,"272,400","280,500",Ceredigion County Council,,,,,,,01/08/1991,,,,,,,06/08/1996,,,,,,06/02/1997
04043W5,3556,01/04/2005,Renewable Development Company Ltd,Bryn Du,Wind Onshore,16.4,n/a,,,,0.42,39,,n/a,Operational,Operational,"Bryn Du Hills, South Of A44 At Pont Rydgaled, Powys, (LLangurig area)",Powys,Wales,Wales,,"284,000","281,000",Powys County Council,,,,,,,24/07/2000,,,,,,,10/12/2001,,,,,,01/04/2005
C0354,3582,29/04/2016,RWE Npower Renewables,Brechfa Forest East Wind Farm,Wind Onshore,36,n/a,,,,3,12,,n/a,Abandoned,Abandoned,Forestry Commission Wales Land and Agricultural Land South of Rhydcymerau (B4337) and North of Abergorlech (B4310),Dyfed,Wales,Wales,,"257,354","236,610",Carmarthenshire County Council,E/24195,,,,,,07/01/2011,,,,,,,17/12/2013,,,,,,
04056W4,3592,26/04/2010,Tegni,Wern Ddu Wind Farm,Wind Onshore,9.2,n/a,,,,2.3,4,,n/a,Operational,Operational,"NW Corwen, Gwyddelwern, Corwen, Denbighshire",Clwyd,Wales,Wales,,"305,800","348,500",Denbighshire County Council,6/2004/278/PS,,,,,,23/04/2004,,26/01/2005,,,,,,,,,,01/11/2009,01/03/2010
C3001,3643,22/05/2015,Greencoat UK Wind,Maerdy extension,Wind Onshore,3,n/a,,,,3,1,,n/a,Abandoned,Abandoned,Land between Maerdy Coal Tip and Tynewydd Forest,Mid Glamorgan,Wales,Wales,,"295,856","199,544",Rhondda Cynon Taff County Borough Council,14/0556/10,,,,,,01/05/2014,,,,,,,22/12/2014,,,,09/02/2015,,
